mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label,mfcc_13
-489.618408203125,72.1875,-14.174771308898926,-4.2382354736328125,-1.6642833948135376,-9.408239364624023,-2.776766300201416,2.634493112564087,-0.3706865906715393,-1.5705571174621582,-8.0413236618042,-8.315131187438965,-10.971671104431152,
-477.2436218261719,112.52195739746094,-27.04312324523925,-9.078852653503418,-6.616583347320557,-12.606736183166504,-2.795296669006348,16.258947372436523,-15.65731143951416,-10.966073036193848,-6.830995559692383,-16.273372650146484,-15.870795249938965,
-556.4722900390625,102.19620513916016,-10.767395973205566,-5.4651079177856445,-5.131188869476318,-6.495540142059326,-2.49002742767334,5.621847152709961,-9.896992683410645,-9.32076358795166,-13.717737197875977,-13.039499282836914,-17.599884033203125,
-330.28778076171875,71.26873016357422,-3.3042123317718506,24.63663101196289,-6.697043418884277,-8.563797950744629,-11.961878776550291,0.0490843094885349,-6.615994930267334,1.0370036363601685,-6.780818462371826,-5.525290012359619,0.0,-8.425493240356445
-296.2687683105469,103.6917495727539,-2.6043832302093506,3.779949903488159,-10.139516830444336,-6.309548377990723,-0.6268283128738403,-26.920869827270508,-7.139608860015869,-19.912784576416016,-6.717271327972412,-10.738701820373535,1.0,-4.595378398895264
-566.9641723632812,93.22382354736328,-12.903730392456056,-1.886694073677063,-5.6423115730285645,-11.275890350341797,4.557010173797607,0.9793499112129213,-14.132587432861328,-9.15635585784912,-6.065807819366455,-11.815648078918455,-6.713069915771484,
-538.5123901367188,86.10037231445312,-17.458864212036133,-9.955921173095703,-9.405153274536133,-8.035759925842285,2.680769920349121,3.520005702972412,-12.046732902526855,-8.686521530151367,-5.073322772979736,-8.643549919128418,-4.8718438148498535,
-571.7442016601562,93.2776107788086,-8.991927146911621,-3.670778274536133,-8.68765640258789,-9.74435329437256,3.3392558097839355,1.252814769744873,-14.737947463989258,-7.5184645652771,-7.971975326538086,-9.170062065124512,-5.657299995422363,
-583.8545532226562,96.03445434570312,-17.763565063476562,-10.965357780456545,-3.0229663848876958,-11.30484104156494,-2.242262601852417,2.025914430618286,-10.953181266784668,-5.565777778625488,-7.7266130447387695,-8.163764953613281,-8.518095970153809,
-489.618408203125,72.1875,-14.174771308898926,-4.2382354736328125,-1.6642833948135376,-9.408239364624023,-2.776766300201416,2.634493112564087,-0.3706865906715393,-1.5705571174621582,-8.0413236618042,-8.315131187438965,-10.971671104431152,
-438.6261291503906,102.6370620727539,-34.33678436279297,5.988839149475098,-17.987226486206055,-17.174776077270508,0.3010537028312683,10.03509521484375,-21.44929313659668,-8.78235912322998,-5.676547050476074,-10.14108657836914,-11.64155101776123,
-477.2436218261719,112.52195739746094,-27.043123245239254,-9.078852653503418,-6.616583347320557,-12.606736183166504,-2.795296669006348,16.258947372436523,-15.65731143951416,-10.966073036193848,-6.830995559692383,-16.273372650146484,-15.870795249938965,
-556.4722900390625,102.19620513916016,-10.767395973205566,-5.4651079177856445,-5.131188869476318,-6.495540142059326,-2.49002742767334,5.621847152709961,-9.896992683410645,-9.32076358795166,-13.717737197875977,-13.039499282836914,-17.599884033203125,
-330.28778076171875,71.26873016357422,-3.3042123317718506,24.63663101196289,-6.697043418884277,-8.563797950744629,-11.961878776550293,0.04908430948853493,-6.615994930267334,1.0370036363601685,-6.780818462371826,-5.525290012359619,0.0,-8.425493240356445
-277.36102294921875,77.25247192382812,-25.236347198486328,4.707627773284912,-5.899057865142822,-6.255593299865723,-6.175631999969482,-22.338186264038086,-2.580721378326416,-4.439265251159668,-9.99470043182373,-6.842275142669678,1.0,0.1041129007935524
